50000000,0.01,12,104.349396940511
50000000,0.01,12,98.9206879257453
50000000,0.01,12,107.651087423534
50000000,0.01,12,103.019085754826
50000000,0.01,12,107.434300791158
50000000,0.01,12,102.416078971808
50000000,0.01,12,112.712927930394
50000000,0.01,12,104.054291959193
50000000,0.01,12,104.183644866222
50000000,0.01,12,107.74159374094
50000000,0.01,12,103.814941130104
50000000,0.01,12,100.486727034989
50000000,0.01,12,104.920953974886
50000000,0.01,12,105.635905697156
50000000,0.01,12,104.639744388206
50000000,0.01,12,107.745019241521
50000000,0.01,12,106.268876677043
50000000,0.04,45,118.193929808639
50000000,0.04,45,116.501092854488
50000000,0.04,45,113.274299521086
50000000,0.04,45,105.87231530872
50000000,0.04,45,114.790806499451
50000000,0.04,45,108.471295698335
50000000,0.04,45,98.6725859536358
50000000,0.04,45,104.769170312984
50000000,0.04,45,107.8741950724
50000000,0.04,45,117.285290546329
50000000,0.07,79,109.218444157317
50000000,0.07,79,113.580767873511
50000000,0.07,79,115.579564104741
50000000,0.07,79,115.311444437264
50000000,0.07,79,100.274472082339
50000000,0.07,79,112.235499013191
50000000,0.07,79,123.306173021642
50000000,0.07,79,115.392160570404
50000000,0.07,79,116.117439082673
50000000,0.07,79,108.074817948666
50000000,0.1,113,121.382296904316
50000000,0.1,113,111.897085985012
50000000,0.1,113,111.229077809592
50000000,0.1,113,110.3115970386
50000000,0.1,113,109.646588116862
50000000,0.1,113,120.26714075471
50000000,0.1,113,112.051126974062
50000000,0.1,113,123.99280127063
50000000,0.1,113,116.033996739101
50000000,0.1,113,123.856283042683
50000000,0.13,146,124.512803626736
50000000,0.13,146,116.636713922871
50000000,0.13,146,123.985979814056
50000000,0.13,146,128.125338472635
50000000,0.13,146,117.42190200683
50000000,0.13,146,123.156078706458
50000000,0.13,146,119.211553926959
50000000,0.13,146,119.344196520202
50000000,0.13,146,117.495922853735
50000000,0.13,146,121.44629380128
50000000,0.16,180,119.909108413388
50000000,0.16,180,124.485887833628
50000000,0.16,180,127.522029600171
50000000,0.16,180,126.238662919237
50000000,0.16,180,125.659638057298
50000000,0.16,180,121.8787888607
50000000,0.16,180,116.752307819707
50000000,0.16,180,128.361824055735
50000000,0.16,180,122.037405238353
50000000,0.16,180,126.75638775744
50000000,0.19,213,130.585304162836
50000000,0.19,213,132.306495345494
50000000,0.19,213,127.559794370411
50000000,0.19,213,133.711970049496
50000000,0.19,213,130.148843637318
50000000,0.19,213,124.141617003169
50000000,0.19,213,138.005332170906
50000000,0.19,213,133.351681267574
50000000,0.19,213,145.043898969724
50000000,0.19,213,120.176802794065
